Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
359,ucum_umol_per_dL,umol/dL,μmol/dL,μmol/dL (micromole per deciliter),micromole per deciliter,umol/dL;μmol/dL;micromole per deciliter;micromoles per deciliters;micromole per decilitre;micromole per deciliters;micromoles per decilitre;micromoles per decilitres;micromole per decilitres;micromoles per deciliter,umol dl μmol micromole per deciliter micromoles deciliters decilitre decilitres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
360,ucum_umol_per_dL_GF,umol/dL{GF},μmol/dL{GF},μmol/dL{GF} (micromole per deciliter of glomerular filtrate),micromole per deciliter of glomerular filtrate,umol/dL{GF};μmol/dL{GF};micromole per deciliter of glomerular filtrate;micromole per deciliters of glomerular filtrate;micromole per decilitre of glomerular filtrate;micromole per deciliter of glomerular filtrates;micromole per decilitre of glomerular filtrates;micromole per deciliter of glomerulars filtrate;micromole per decilitre of glomerulars filtrate;micromoles per deciliters of glomerulars filtrates;micromoles per deciliter of glomerular filtrate;micromoles per decilitres of glomerulars filtrates;micromoles per decilitre of glomerular filtrate;micromole per decilitres of glomerular filtrate,umol dl gf μmol micromole per deciliter of glomerular filtrate deciliters decilitre filtrates glomerulars micromoles decilitres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
361,ucum_umol_per_g,umol/g,μmol/g,μmol/g (micromole per gram),micromole per gram,umol/g;μmol/g;micromole per gram;micromoles per grams;micromoles per gram;micromole per grams,umol g μmol micromole per gram micromoles grams,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
362,ucum_umol_per_g_creat,umol/g{creat},μmol/g{creat},μmol/g{creat} (micromole per gram of creatinine),micromole per gram of creatinine,umol/g{creat};μmol/g{creat};micromole per gram of creatinine;micromoles per grams of creatinines;micromoles per gram of creatinine;micromole per grams of creatinine;micromole per gram of creatinines,umol g creat μmol micromole per gram of creatinine micromoles grams creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
363,ucum_umol_per_g_Hb,umol/g{Hb},μmol/g{Hb},μmol/g{Hb} (micromole per gram of hemoglobin),micromole per gram of hemoglobin,umol/g{Hb};μmol/g{Hb};micromole per gram of hemoglobin;micromole per gram of hemoglobins;micromoles per grams of hemoglobins;micromoles per gram of hemoglobin;micromole per grams of hemoglobin,umol g hb μmol micromole per gram of hemoglobin hemoglobins micromoles grams,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
364,ucum_umol_per_h,umol/h,μmol/h,μmol/h (micromole per hour),micromole per hour,umol/h;μmol/h;micromole per hour;micromoles per hours;micromoles per hour;micromole per hours,umol h μmol micromole per hour micromoles hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
365,ucum_umol_per_kg,umol/kg,μmol/kg,μmol/kg (micromole per kilogram),micromole per kilogram,umol/kg;μmol/kg;micromole per kilogram;micromole per kilograms;micromoles per kilogram;micromoles per kilograms,umol kg μmol micromole per kilogram kilograms micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
366,ucum_umol_per_kg_feces,umol/kg{feces},μmol/kg{feces},μmol/kg{feces} (micromole per kilogram of feces),micromole per kilogram of feces,umol/kg{feces};μmol/kg{feces};micromole per kilogram of feces;micromole per kilograms of feces;micromoles per kilogram of feces;micromoles per kilograms of feces,umol kg feces μmol micromole per kilogram of kilograms micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
367,ucum_umol_per_L,umol/L,μmol/L,μmol/L (micromole per liter),micromole per liter,umol/L;μmol/L;micromole per liter;micromole per litre;micromole per litres;micromoles per litres;micromole per liters;micromoles per liters;micromoles per litre;micromoles per liter,umol l μmol micromole per liter litre litres micromoles liters,Substance Concentration,substance_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
368,ucum_umol_per_L_RBCs,umol/L{RBCs},μmol/L{RBCs},μmol/L{RBCs} (micromole per liter of red blood cells),micromole per liter of red blood cells,umol/L{RBCs};μmol/L{RBCs};micromole per liter of red blood cells;micromoles per litre of red blood cells;micromole per litres of red blood cells;micromoles per litres of red blood cells;micromoles per liters of red blood cells;micromole per liters of red blood cells;micromole per litre of red blood cells;micromoles per liter of red blood cells,umol l rbcs μmol micromole per liter of red blood cells micromoles litre litres liters,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
369,ucum_umol_per_L_per_h,umol/L/h,μmol/L/h,μmol/L/h (micromole per liter per hour),micromole per liter per hour,umol/L/h;μmol/L/h;micromole per liter per hour;micromole per litres per hour;micromole per liter per hours;micromoles per liters per hours;micromole per litre per hour;micromole per litre per hours;micromole per liters per hour;micromoles per litres per hours;micromoles per litre per hour;micromoles per liter per hour,umol l h μmol micromole per liter hour litres hours micromoles liters litre,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
370,ucum_umol_per_umol,umol/umol,μmol/μmol,μmol/μmol (micromole per micromole),micromole per micromole,umol/umol;μmol/μmol;micromole per micromole;micromoles per micromoles;micromoles per micromole;micromole per micromoles,umol μmol micromole per micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
371,ucum_umol_per_umol_creat,umol/umol{creat},μmol/μmol{creat},μmol/μmol{creat} (micromole per micromole of creatinine),micromole per micromole of creatinine,umol/umol{creat};μmol/μmol{creat};micromole per micromole of creatinine;micromole per micromole of creatinines;micromoles per micromoles of creatinines;micromole per micromoles of creatinine;micromoles per micromole of creatinine,umol creat μmol micromole per of creatinine creatinines micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
372,ucum_umol_per_mg,umol/mg,μmol/mg,μmol/mg (micromole per milligram),micromole per milligram,umol/mg;μmol/mg;micromole per milligram;micromoles per milligram;micromoles per milligrams;micromole per milligrams,umol mg μmol micromole per milligram micromoles milligrams,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
373,ucum_umol_per_mg_creat,umol/mg{creat},μmol/mg{creat},μmol/mg{creat} (micromole per milligram of creatinine),micromole per milligram of creatinine,umol/mg{creat};μmol/mg{creat};micromole per milligram of creatinine;micromoles per milligrams of creatinines;micromole per milligram of creatinines;micromoles per milligram of creatinine;micromole per milligrams of creatinine,umol mg creat μmol micromole per milligram of creatinine micromoles milligrams creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
374,ucum_umol_per_mL,umol/mL,μmol/mL,μmol/mL (micromole per milliliter),micromole per milliliter,umol/mL;μmol/mL;micromole per milliliter;micromole per millilitres;micromoles per milliliters;micromole per milliliters;micromole per millilitre;micromoles per millilitres;micromoles per millilitre;micromoles per milliliter,umol ml μmol micromole per milliliter millilitres micromoles milliliters millilitre,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
375,ucum_umol_per_mL_per_min,umol/mL/min,μmol/mL/min,μmol/mL/min (micromole per milliliter per minute),micromole per milliliter per minute,umol/mL/min;μmol/mL/min;micromole per milliliter per minute;micromole per millilitre per minutes;micromoles per millilitre per minute;micromoles per milliliters per minutes;micromoles per millilitres per minutes;micromole per millilitres per minute;micromole per milliliters per minute;micromole per millilitre per minute;micromole per milliliter per minutes;micromoles per milliliter per minute,umol ml min μmol micromole per milliliter minute millilitre minutes micromoles milliliters millilitres,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
376,ucum_umol_per_mmol,umol/mmol,μmol/mmol,μmol/mmol (micromole per millimole),micromole per millimole,umol/mmol;μmol/mmol;micromole per millimole;micromole per millimoles;micromoles per millimoles;micromoles per millimole,umol mmol μmol micromole per millimole millimoles micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
377,ucum_umol_per_mmol_creat,umol/mmol{creat},μmol/mmol{creat},μmol/mmol{creat} (micromole per millimole of creatinine),micromole per millimole of creatinine,umol/mmol{creat};μmol/mmol{creat};micromole per millimole of creatinine;micromole per millimole of creatinines;micromoles per millimole of creatinine;micromole per millimoles of creatinine;micromoles per millimoles of creatinines,umol mmol creat μmol micromole per millimole of creatinine creatinines micromoles millimoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
378,ucum_umol_per_10e6_RBC,umol/10*6{RBC},μmol/10⁶{RBC},μmol/10⁶{RBC} (micromole per million red blood cell),micromole per million red blood cell,umol/10*6{RBC};μmol/10⁶{RBC};micromole per million red blood cell;micromoles per million red blood cells;micromole per million red blood cells;micromoles per million red blood cell,umol 10 6 rbc μmol 10⁶ micromole per million red blood cell micromoles cells,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
379,ucum_umol_per_min,umol/min,μmol/min,μmol/min (micromole per minute),micromole per minute,umol/min;μmol/min;micromole per minute;micromoles per minute;micromole per minutes;micromoles per minutes,umol min μmol micromole per minute micromoles minutes,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
380,ucum_umol_per_min_per_g,umol/min/g,μmol/min/g,μmol/min/g (micromole per minute per gram),micromole per minute per gram,umol/min/g;μmol/min/g;micromole per minute per gram;micromoles per minutes per grams;micromoles per minute per gram;micromole per minutes per gram;micromole per minute per grams,umol min g μmol micromole per minute gram micromoles minutes grams,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
381,ucum_umol_per_min_per_g_mucosa,umol/min/g{mucosa},μmol/min/g{mucosa},μmol/min/g{mucosa} (micromole per minute per gram of mucosa),micromole per minute per gram of mucosa,umol/min/g{mucosa};μmol/min/g{mucosa};micromole per minute per gram of mucosa;micromole per minute per grams of mucosa;micromole per minute per gram of mucosas;micromoles per minute per gram of mucosa;micromoles per minutes per grams of mucosas;micromole per minutes per gram of mucosa,umol min g mucosa μmol micromole per minute gram of grams mucosas micromoles minutes,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
382,ucum_umol_per_min_per_g_prot,umol/min/g{prot},μmol/min/g{prot},μmol/min/g{prot} (micromole per minute per gram of protein),micromole per minute per gram of protein,umol/min/g{prot};μmol/min/g{prot};micromole per minute per gram of protein;micromole per minutes per gram of protein;micromoles per minute per gram of protein;micromole per minute per gram of proteins;micromole per minute per grams of protein;micromoles per minutes per grams of proteins,umol min g prot μmol micromole per minute gram of protein minutes micromoles proteins grams,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
383,ucum_umol_per_min_per_L,umol/min/L,μmol/min/L,μmol/min/L (micromole per minute per liter),micromole per minute per liter,umol/min/L;μmol/min/L;micromole per minute per liter;micromoles per minutes per liters;micromole per minutes per litre;micromole per minutes per liter;micromole per minute per liters;micromoles per minute per liter;micromole per minute per litre;micromole per minute per litres;micromoles per minute per litre;micromoles per minutes per litres,umol min l μmol micromole per minute liter micromoles minutes liters litre litres,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
384,ucum_umol_per_mol,umol/mol,μmol/mol,μmol/mol (micromole per mole),micromole per mole,umol/mol;μmol/mol;micromole per mole;micromole per moles;micromoles per mole;micromoles per moles,umol mol μmol micromole per mole moles micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
385,ucum_umol_per_mol_creat,umol/mol{creat},μmol/mol{creat},μmol/mol{creat} (micromole per mole of creatinine),micromole per mole of creatinine,umol/mol{creat};μmol/mol{creat};micromole per mole of creatinine;micromole per moles of creatinine;micromole per mole of creatinines;micromoles per mole of creatinine;micromoles per moles of creatinines,umol mol creat μmol micromole per mole of creatinine moles creatinines micromoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
386,ucum_umol_per_mol_Hb,umol/mol{Hb},μmol/mol{Hb},μmol/mol{Hb} (micromole per mole of hemoglobin),micromole per mole of hemoglobin,umol/mol{Hb};μmol/mol{Hb};micromole per mole of hemoglobin;micromoles per moles of hemoglobins;micromoles per mole of hemoglobin;micromole per moles of hemoglobin;micromole per mole of hemoglobins,umol mol hb μmol micromole per mole of hemoglobin micromoles moles hemoglobins,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
387,ucum_um_per_s,um/s,μm/s,μm/s (microns per second),microns per second,um/s;μm/s;microns per second;microns per seconds,um s μm microns per second seconds,Rate (per time),rate_per_time,metric,,,,c/s,false,ucum_v1.5_2020_06
388,ucum_uOhm,uOhm,μΩ,μΩ (microOhm),microOhm,uOhm;μΩ;microOhm;microohms,uohm μ microohm microohms,Electrical / Magnetic,electrical_magnetic,metric,,,,c/s,false,ucum_v1.5_2020_06
389,ucum_us,us,μs,μs (microsecond),microsecond,us;μs;microsecond;microseconds,us μs microsecond microseconds,Time,time,metric,,,,c/s,false,ucum_v1.5_2020_06
390,ucum_uV,uV,μV,μV (microvolt),microvolt,uV;μV;microvolt;microvolts,uv μv microvolt microvolts,Electrical / Magnetic,electrical_magnetic,metric,,,,c/s,false,ucum_v1.5_2020_06
391,ucum_mi_i,[mi_i],mi,mi (mile (international)),mile (international),[mi_i];mi;mile (international);miles (international),mi i mile international miles,Length,length,non_metric,customary atom(s): [mi_i],us_imperial,[mi_i],c/s,false,ucum_v1.5_2020_06
392,ucum_mU_per_g,mU/g,mU/g,mU/g (milli  enzyme unit per gram),milli  enzyme unit per gram,mU/g;milli  enzyme unit per gram;milli  enzyme units per gram;milli  enzymes unit per gram;milli  enzyme unit per grams;milli  enzymes units per grams,mu g milli enzyme unit per gram units enzymes grams,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
393,ucum_mU_per_mL,mU/mL,mU/mL,mU/mL (milli  enzyme unit per milliliter),milli  enzyme unit per milliliter,mU/mL;milli  enzyme unit per milliliter;milli  enzyme unit per millilitre;milli  enzymes unit per milliliter;milli  enzyme units per millilitre;milli  enzymes unit per millilitre;milli  enzyme units per milliliter;milli  enzymes units per millilitres;milli  enzyme unit per milliliters;milli  enzymes units per milliliters;milli  enzyme unit per millilitres,mu ml milli enzyme unit per milliliter millilitre enzymes units millilitres milliliters,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
394,ucum_mU_per_mL_per_min,mU/mL/min,mU/mL/min,mU/mL/min (milli  enzyme unit per milliliter per minute),milli  enzyme unit per milliliter per minute,mU/mL/min;milli  enzyme unit per milliliter per minute;milli  enzymes units per milliliters per minutes;milli  enzymes unit per millilitre per minute;milli  enzyme unit per milliliters per minute;milli  enzyme units per milliliter per minute;milli  enzyme unit per millilitres per minute;milli  enzyme unit per milliliter per minutes;milli  enzymes units per millilitres per minutes;milli  enzyme unit per millilitre per minutes;milli  enzymes unit per milliliter per minute;milli  enzyme units per millilitre per minute;milli  enzyme unit per millilitre per minute,mu ml min milli enzyme unit per milliliter minute enzymes units milliliters minutes millilitre millilitres,Volumetric Flow Rate,volumetric_flow_rate,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
395,ucum_mU_per_mmol_creat,mU/mmol{creat},mU/mmol{creat},mU/mmol{creat} (milli  enzyme unit per millimole of creatinine),milli  enzyme unit per millimole of creatinine,mU/mmol{creat};milli  enzyme unit per millimole of creatinine;milli  enzyme unit per millimole of creatinines;milli  enzymes unit per millimole of creatinine;milli  enzyme unit per millimoles of creatinine;milli  enzyme units per millimole of creatinine;milli  enzymes units per millimoles of creatinines,mu mmol creat milli enzyme unit per millimole of creatinine creatinines enzymes millimoles units,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
396,ucum_mU_per_mmol_RBCs,mU/mmol{RBCs},mU/mmol{RBCs},mU/mmol{RBCs} (milli  enzyme unit per millimole of red blood cells),milli  enzyme unit per millimole of red blood cells,mU/mmol{RBCs};milli  enzyme unit per millimole of red blood cells;milli  enzyme unit per millimoles of red blood cells;milli  enzyme units per millimole of red blood cells;milli  enzymes units per millimoles of red blood cells;milli  enzymes unit per millimole of red blood cells,mu mmol rbcs milli enzyme unit per millimole of red blood cells millimoles units enzymes,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
397,ucum_m_IU_per_mL,m[IU]/mL,mIU/mL,mIU/mL (milli  international unit per milliliter),milli  international unit per milliliter,m[IU]/mL;mIU/mL;milli  international unit per milliliter;milli  international unit per millilitre;milli  international units per millilitre;milli  international unit per millilitres;milli  international units per milliliters;milli  international units per milliliter;milli  international units per millilitres;milli  international unit per milliliters,m iu ml miu milli international unit per milliliter millilitre units millilitres milliliters,Catalytic Concentration,catalytic_concentration,mixed,customary: [IU],,,c/s,true,ucum_v1.5_2020_06
398,ucum_mU_per_g_Hb,mU/g{Hb},mU/g{Hb},mU/g{Hb} (milli enzyme unit per gram of hemoglobin),milli enzyme unit per gram of hemoglobin,mU/g{Hb};milli enzyme unit per gram of hemoglobin;milli enzyme unit per gram of hemoglobins;milli enzyme unit per grams of hemoglobin;milli enzymes units per grams of hemoglobins;milli enzyme units per gram of hemoglobin;milli enzymes unit per gram of hemoglobin,mu g hb milli enzyme unit per gram of hemoglobin hemoglobins grams enzymes units,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
399,ucum_mU_per_g_prot,mU/g{prot},mU/g{prot},mU/g{prot} (milli enzyme unit per gram of protein),milli enzyme unit per gram of protein,mU/g{prot};milli enzyme unit per gram of protein;milli enzymes unit per gram of protein;milli enzyme units per gram of protein;milli enzyme unit per grams of protein;milli enzyme unit per gram of proteins;milli enzymes units per grams of proteins,mu g prot milli enzyme unit per gram of protein enzymes units grams proteins,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
400,ucum_mU_per_L,mU/L,mU/L,mU/L (milli enzyme unit per liter),milli enzyme unit per liter,mU/L;milli enzyme unit per liter;milli enzymes unit per liter;milli enzyme unit per litres;milli enzyme units per litre;milli enzymes unit per litre;milli enzyme unit per litre;milli enzymes units per litres;milli enzyme unit per liters;milli enzyme units per liter;milli enzymes units per liters,mu l milli enzyme unit per liter enzymes litres units litre liters,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
401,ucum_mU_per_mg,mU/mg,mU/mg,mU/mg (milli enzyme unit per milligram),milli enzyme unit per milligram,mU/mg;milli enzyme unit per milligram;milli enzymes unit per milligram;milli enzymes units per milligrams;milli enzyme units per milligram;milli enzyme unit per milligrams,mu mg milli enzyme unit per milligram enzymes units milligrams,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
402,ucum_mU_per_mg_creat,mU/mg{creat},mU/mg{creat},mU/mg{creat} (milli enzyme unit per milligram of creatinine),milli enzyme unit per milligram of creatinine,mU/mg{creat};milli enzyme unit per milligram of creatinine;milli enzymes units per milligrams of creatinines;milli enzymes unit per milligram of creatinine;milli enzyme unit per milligrams of creatinine;milli enzyme units per milligram of creatinine;milli enzyme unit per milligram of creatinines,mu mg creat milli enzyme unit per milligram of creatinine enzymes units milligrams creatinines,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
403,ucum_m_IU_per_L,m[IU]/L,mIU/L,mIU/L (milli international unit per liter),milli international unit per liter,m[IU]/L;mIU/L;milli international unit per liter;milli international unit per litres;milli international unit per liters;milli international units per litres;milli international units per litre;milli international unit per litre;milli international units per liter;milli international units per liters,m iu l miu milli international unit per liter litres liters units litre,Catalytic Concentration,catalytic_concentration,mixed,customary: [IU],,,c/s,true,ucum_v1.5_2020_06
404,ucum_mA,mA,mA,mA (milliampere),milliampere,mA;milliampere;milliamperes,ma milliampere milliamperes,Electrical / Magnetic,electrical_magnetic,metric,,,,c/s,false,ucum_v1.5_2020_06
405,ucum_mbar,mbar,mbar,mbar (millibar),millibar,mbar;millibar;millibars,mbar millibar millibars,Pressure,pressure,metric,,,,c/s,false,ucum_v1.5_2020_06
406,ucum_mbar_per_L_per_s,mbar/L/s,mbar/L/s,mbar/L/s (millibar per liter per second),millibar per liter per second,mbar/L/s;millibar per liter per second;millibar per liters per second;millibar per litre per second;millibars per litres per seconds;millibars per litre per second;millibar per liter per seconds;millibars per liters per seconds;millibar per litres per second;millibars per liter per second;millibar per litre per seconds,mbar l s millibar per liter second liters litre millibars litres seconds,Volumetric Flow Rate,volumetric_flow_rate,metric,,,,c/s,false,ucum_v1.5_2020_06
407,ucum_mbar_x_s_per_L,mbar.s/L,mbar·s/L,mbar·s/L (millibar second per liter),millibar second per liter,mbar.s/L;mbar·s/L;millibar second per liter;millibars second per liter;millibar second per liters;millibars seconds per litres;millibar seconds per litre;millibar seconds per liter;millibars seconds per liters;millibar second per litre;millibar second per litres;millibars second per litre,mbar s l mbar·s millibar second per liter millibars liters seconds litres litre,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
408,ucum_meq,meq,meq,meq (milliequivalent),milliequivalent,meq;milliequivalent;milliequivalents,meq milliequivalent milliequivalents,Amount of Substance,amount_of_substance,metric,,,,c/s,false,ucum_v1.5_2020_06
409,ucum_meq_per_2_x_h,meq/(2.h),meq/(2·h),meq/(2·h) (milliequivalent per 2 hour),milliequivalent per 2 hour,meq/(2.h);meq/(2·h);milliequivalent per 2 hour;milliequivalent per 2 hours;milliequivalents per 2 hour;milliequivalents per 2 hours,meq 2 h 2·h milliequivalent per hour hours milliequivalents,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
410,ucum_meq_per_24_x_h,meq/(24.h),meq/(24·h),meq/(24·h) (milliequivalent per 24 hour),milliequivalent per 24 hour,meq/(24.h);meq/(24·h);milliequivalent per 24 hour;milliequivalents per 24 hour;milliequivalent per 24 hours;milliequivalents per 24 hours,meq 24 h 24·h milliequivalent per hour milliequivalents hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
411,ucum_meq_per_8_x_h,meq/(8.h),meq/(8·h),meq/(8·h) (milliequivalent per 8 hour),milliequivalent per 8 hour,meq/(8.h);meq/(8·h);milliequivalent per 8 hour;milliequivalent per 8 hours;milliequivalents per 8 hours;milliequivalents per 8 hour,meq 8 h 8·h milliequivalent per hour hours milliequivalents,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
412,ucum_meq_per_d,meq/d,meq/d,meq/d (milliequivalent per day),milliequivalent per day,meq/d;milliequivalent per day;milliequivalent per days;milliequivalents per days;milliequivalents per day,meq d milliequivalent per day days milliequivalents,Substance Concentration,substance_concentration,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
413,ucum_meq_per_dL,meq/dL,meq/dL,meq/dL (milliequivalent per deciliter),milliequivalent per deciliter,meq/dL;milliequivalent per deciliter;milliequivalent per decilitres;milliequivalent per deciliters;milliequivalents per deciliter;milliequivalent per decilitre;milliequivalents per deciliters;milliequivalents per decilitres;milliequivalents per decilitre,meq dl milliequivalent per deciliter decilitres deciliters milliequivalents decilitre,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
414,ucum_meq_per_g,meq/g,meq/g,meq/g (milliequivalent per gram),milliequivalent per gram,meq/g;milliequivalent per gram;milliequivalent per grams;milliequivalents per gram;milliequivalents per grams,meq g milliequivalent per gram grams milliequivalents,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
415,ucum_meq_per_g_creat,meq/g{creat},meq/g{creat},meq/g{creat} (milliequivalent per gram of creatinine),milliequivalent per gram of creatinine,meq/g{creat};milliequivalent per gram of creatinine;milliequivalents per grams of creatinines;milliequivalent per gram of creatinines;milliequivalent per grams of creatinine;milliequivalents per gram of creatinine,meq g creat milliequivalent per gram of creatinine milliequivalents grams creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
416,ucum_meq_per_h,meq/h,meq/h,meq/h (milliequivalent per hour),milliequivalent per hour,meq/h;milliequivalent per hour;milliequivalents per hours;milliequivalent per hours;milliequivalents per hour,meq h milliequivalent per hour milliequivalents hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
417,ucum_meq_per_kg,meq/kg,meq/kg,meq/kg (milliequivalent per kilogram),milliequivalent per kilogram,meq/kg;milliequivalent per kilogram;milliequivalents per kilograms;milliequivalents per kilogram;milliequivalent per kilograms,meq kg milliequivalent per kilogram milliequivalents kilograms,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
418,ucum_meq_per_kg_per_h,meq/kg/h,meq/kg/h,meq/kg/h (milliequivalent per kilogram per hour),milliequivalent per kilogram per hour,meq/kg/h;milliequivalent per kilogram per hour;milliequivalents per kilogram per hour;milliequivalent per kilograms per hour;milliequivalent per kilogram per hours;milliequivalents per kilograms per hours,meq kg h milliequivalent per kilogram hour milliequivalents kilograms hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
419,ucum_meq_per_L,meq/L,meq/L,meq/L (milliequivalent per liter),milliequivalent per liter,meq/L;milliequivalent per liter;milliequivalents per liter;milliequivalents per liters;milliequivalent per litres;milliequivalent per liters;milliequivalent per litre;milliequivalents per litres;milliequivalents per litre,meq l milliequivalent per liter milliequivalents liters litres litre,Substance Concentration,substance_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
420,ucum_meq_per_mL,meq/mL,meq/mL,meq/mL (milliequivalent per milliliter),milliequivalent per milliliter,meq/mL;milliequivalent per milliliter;milliequivalent per milliliters;milliequivalents per millilitre;milliequivalent per millilitre;milliequivalents per milliliters;milliequivalents per millilitres;milliequivalent per millilitres;milliequivalents per milliliter,meq ml milliequivalent per milliliter milliliters milliequivalents millilitre millilitres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
421,ucum_meq_per_min,meq/min,meq/min,meq/min (milliequivalent per minute),milliequivalent per minute,meq/min;milliequivalent per minute;milliequivalent per minutes;milliequivalents per minutes;milliequivalents per minute,meq min milliequivalent per minute minutes milliequivalents,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
422,ucum_meq_per_specimen,meq/{specimen},meq/{specimen},meq/{specimen} (milliequivalent per specimen),milliequivalent per specimen,meq/{specimen};milliequivalent per specimen;milliequivalents per specimen;milliequivalents per specimens;milliequivalent per specimens,meq specimen milliequivalent per milliequivalents specimens,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
423,ucum_meq_per_m2,meq/m2,meq/m²,meq/m² (milliequivalent per square meter),milliequivalent per square meter,meq/m2;meq/m²;milliequivalent per square meter;milliequivalents per square metres;milliequivalent per square meters;milliequivalents per square meters;milliequivalent per square metres;milliequivalent per square metre;milliequivalents per square meter;milliequivalents per square metre,meq m2 m² milliequivalent per square meter milliequivalents metres meters metre,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
424,ucum_meq_per_total_volume,meq/{total_volume},meq/{total_volume},meq/{total_volume} (milliequivalent per total volume),milliequivalent per total volume,meq/{total_volume};milliequivalent per total volume;milliequivalents per totals volumes;milliequivalent per totals volume;milliequivalents per total volume;milliequivalent per total volumes,meq total volume milliequivalent per milliequivalents totals volumes,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
